,lineID,characterID,movieID,character,text
L131647,L131647,u695,m44,HOMER,"Isn't that like waiting and seeing?
"
L131645,L131645,u695,m44,HOMER,"Just tell me. I'll do whatever you want to do.
"
L131603,L131603,u695,m44,HOMER,"Wait... *wait*! Are you sure?
"
L131601,L131601,u695,m44,HOMER,"Mr. Rose *knows*?
"
L131599,L131599,u695,m44,HOMER,"Well, we can't force her. It's her decision.
"
L131578,L131578,u695,m44,HOMER,"I told her! She doesn't feel she can do that. Something about her father not letting her go anywhere...
"
L131556,L131556,u695,m44,HOMER,"Okay, okay--I know you do, too.
"
L131554,L131554,u695,m44,HOMER,"Fine. That's all there is to it then.
"
L131552,L131552,u695,m44,HOMER,"So we should ""wait and see."" For how long?
"
L131517,L131517,u695,m44,HOMER,"I'm just waiting and seeing. Like you said.
"
L131488,L131488,u695,m44,HOMER,"*What* will be okay?
"
L131486,L131486,u695,m44,HOMER,"Just tell me. Do you want me to go? Do you want me to stay?
"
L131481,L131481,u695,m44,HOMER,"Right.
"
L131474,L131474,u695,m44,HOMER,"Aren't you worried that people will cut their feet?
"
L131456,L131456,u695,m44,HOMER,"That's what *I'd* come here for. I'd watch the movie.
"
L131454,L131454,u695,m44,HOMER,"How could you not *care* about the movie?
"
L131451,L131451,u695,m44,HOMER,"Ah-ha.  So what is that--a radio?
"
L131449,L131449,u695,m44,HOMER,"Did you come here with Wally--to *not* watch movies?
"
L131446,L131446,u695,m44,HOMER,"I never *asked* for any responsibility.
"
L131444,L131444,u695,m44,HOMER,"I miss things. I miss... people.  I miss reading to the boys.
"
L131441,L131441,u695,m44,HOMER,"I didn't say that. Growing up in an orphanage, you're always lonely. You're just never alone.
"
L131439,L131439,u695,m44,HOMER,"It was my favorite night at the orphanage--movie night. We'd race into the dining hall. Of course everyone wanted to sit in front, so we'd be packed in so tight you could feel the kid next to you breathing.
"
L131435,L131435,u695,m44,HOMER,"The screen is enormous! Imagine King Kong up *there*! Have you seen a lot of movies here?
"
L131434,L131434,u695,m44,HOMER,"You think? Maybe I was.  I love this place!
"
L131369,L131369,u695,m44,HOMER,"What's the *medical* explanation?
"
L131368,L131368,u695,m44,HOMER,"Oh, sure!
"
L131366,L131366,u695,m44,HOMER,"And what did she die of, exactly?
"
L131364,L131364,u695,m44,HOMER,"First she loved him, then she didn't, then no one else could have him...
"
L131363,L131363,u695,m44,HOMER,"I *did* like it. All I said was, ""It's not 'King Kong'.""
"
L131350,L131350,u695,m44,HOMER,"""King Kong"". It's really good.
"
L131348,L131348,u695,m44,HOMER,"Yes! I've only seen one, though.
"
L131346,L131346,u695,m44,HOMER,"People watched the movies in their cars?
"
L131344,L131344,u695,m44,HOMER,"A movie *outside*?
"
L131325,L131325,u695,m44,HOMER,"I better go.
"
L131324,L131324,u695,m44,HOMER,"Okay...
"
L131321,L131321,u695,m44,HOMER,"Uh... have you been *feeling* okay?
"
L131320,L131320,u695,m44,HOMER,"I'm *never* bored! It's all very... different for me... here.
"
L131171,L131171,u695,m44,HOMER,"Sure... I'll see you around.
"
L131155,L131155,u695,m44,HOMER,"It should taper off tomorrow, but it can come back again. You have cramps?  They'll ease up, almost entirely. As long as the bleeding isn't heavy, it's normal.
"
L131146,L131146,u695,m44,HOMER,"I understand.
"
L131144,L131144,u695,m44,HOMER,"Oh...
"
L131142,L131142,u695,m44,HOMER,"Where's Mandalay?
"
L131140,L131140,u695,m44,HOMER,"I know.
"
L131136,L131136,u695,m44,HOMER,"I've never seen the ocean, either.
"
L131134,L131134,u695,m44,HOMER,"I've never seen a lobster.
"
L131132,L131132,u695,m44,HOMER,"Is your family in the apple business, too?
"
L131047,L131047,u695,m44,HOMER,"How many months are you?
"
L131044,L131044,u695,m44,HOMER,"So, Mrs...
"
L131595,L131595,u706,m44,ROSE ROSE,"No. It ain't Muddy. Muddy's just...
"
L131591,L131591,u706,m44,ROSE ROSE,"I can't go nowhere.
"
L131586,L131586,u706,m44,ROSE ROSE,"You ain't been through what I been through, Candy.
"
L131584,L131584,u706,m44,ROSE ROSE,"I don't need no more clothes, thank you.
"
L131582,L131582,u706,m44,ROSE ROSE,"Hi...
"
L131542,L131542,u706,m44,ROSE ROSE,"How is that Wally doing?
"
L130919,L130919,u695,m44,HOMER,"Only the right people can have you, Curly.
"
L130917,L130917,u695,m44,HOMER,"Nobody special enough, Curly.
"
L130915,L130915,u695,m44,HOMER,"That's true.
"
L130913,L130913,u695,m44,HOMER,"You're one of the best, Curly--we couldn't let just anyone take you.
"
L130911,L130911,u695,m44,HOMER,"They wanted a girl.
"
L131082,L131082,u695,m44,HOMER,"Don't get too excited, Fuzzy.
"
L131078,L131078,u695,m44,HOMER,"Uh... it's the end of October.
"
L130976,L130976,u695,m44,HOMER,"""I was a posthumous child. My father's eyes had closed upon the light of this world six months, when mine opened on it.""
"
L130971,L130971,u695,m44,HOMER,"Uh, sure--that's what Kong thinks, all right.
"
L130861,L130861,u695,m44,HOMER,"No, you did it yourself. Maybe in your sleep.
"
L130859,L130859,u695,m44,HOMER,"It looks like you bit it--it'll be all right.
"
L130857,L130857,u695,m44,HOMER,"Did you bite it?
"
L131262,L131262,u695,m44,HOMER,"Well, sure... that's good, then.  All I mean is, I'm lucky I met you.
"
L131260,L131260,u695,m44,HOMER,"Uh... actually, picking apples is as much excitement as I want for a while. I'm grateful for the job.
"
L131237,L131237,u695,m44,HOMER,"What about the trees?
"
L131188,L131188,u695,m44,HOMER,"Migrants?
"
L131169,L131169,u695,m44,HOMER,"Oh, I would love that, Wally.
"
L131164,L131164,u695,m44,HOMER,"What lousy luck--I mean your orders... to draw an assignment like that!
"
L131162,L131162,u695,m44,HOMER,"At what altitude?
"
L131160,L131160,u695,m44,HOMER,"""Burma run"" because you fly over Burma...
"
L131152,L131152,u695,m44,HOMER,"It's all very normal.
"
L131150,L131150,u695,m44,HOMER,"This is all normal. Don't worry. The abortion procedure... it affects you. It's the ether, too. It'll take a little time.
"
L131128,L131128,u695,m44,HOMER,"No, I'm not. I need a job.
"
L131126,L131126,u695,m44,HOMER,"I think I'd probably like the apple business.
"
L131088,L131088,u695,m44,HOMER,"Where are you going?
"
L131086,L131086,u695,m44,HOMER,"I wonder if you might give me a ride.
"
L131084,L131084,u695,m44,HOMER,"Has anyone offered you anything to eat?
"
L131066,L131066,u695,m44,HOMER,"No, it's not serious. I'm just not supposed to get excited. You know-- no strain, no stress. I try to keep calm all the time.
"
L131064,L131064,u695,m44,HOMER,"They wouldn't take me. I'm Class IV-- I've got a heart defect.
"
L131062,L131062,u695,m44,HOMER,"Liberator...
"
L131060,L131060,u695,m44,HOMER,"What kind of plane are you flying?
"
L131050,L131050,u695,m44,HOMER,"No. Dr. Larch will be performing the procedure.
"
L131038,L131038,u695,m44,HOMER,"I'm sorry. They're not used to seeing a car like this.
"
L131736,L131736,u695,m44,HOMER,"Right?
"
L131732,L131732,u695,m44,HOMER,"There's more than one laceration, more than one cut.
"
L131726,L131726,u695,m44,HOMER,"Where'd she get you?
"
L131684,L131684,u695,m44,HOMER,"Okay. Then you can be of use.
"
L131679,L131679,u695,m44,HOMER,"Merthiolate, ether, vulval pads, gauze--lots of gauze.
"
L131677,L131677,u695,m44,HOMER,"One cervical stabilizer, two sets of dilators--Douglas points. One medium- sized curette, one small; one medium speculum, one large; two vulsellum forceps.
"
L131675,L131675,u695,m44,HOMER,"Mr. Rose, I'm in the *doctor* business.  If you want, I can help you. You don't have to go anywhere.
"
L131672,L131672,u695,m44,HOMER,"Please listen to me! *Both* of you...
"
L131615,L131615,u695,m44,HOMER,"But she's your *daughter*...
"
L131613,L131613,u695,m44,HOMER,"Go on, cut my clothes. I've got other clothes.
"
L131611,L131611,u695,m44,HOMER,"You're lying. How can you... with your own daughter!
"
L131609,L131609,u695,m44,HOMER,"You're actually having sex with your own little girl? Is that possible?
"
L131606,L131606,u695,m44,HOMER,"Is it true?
"
L131483,L131483,u695,m44,HOMER,"This is easy--I'm not hurrying.
"
L131411,L131411,u695,m44,HOMER,"What about the worms? Most of these apples are the drops--off the ground, right? There have to be worms.
"
L131300,L131300,u695,m44,HOMER,"Are we supposed to be up here? The rules said...
"
L131267,L131267,u695,m44,HOMER,"I guess so...
"
L131233,L131233,u695,m44,HOMER,"Okay...
"
L131216,L131216,u695,m44,HOMER,"Right.
"
L131201,L131201,u695,m44,HOMER,"So. What should I do now?
"
L131530,L131530,u695,m44,HOMER,"I am not a doctor.
"
L131099,L131099,u695,m44,HOMER,"I don't need this--I know all about my condition.
"
L131097,L131097,u695,m44,HOMER,"You know I'm grateful for everything you've done for me...
"
L131095,L131095,u695,m44,HOMER,"Of course.
"
L131093,L131093,u695,m44,HOMER,"I wasn't intending to leave here in order to be entirely useless--I expect I'll find some ways to be of use.
"
L131022,L131022,u695,m44,HOMER,"Try to look at it *this* way. Buster and I are sitting right here beside you. We could have ended up in the incinerator! 
"
L131020,L131020,u695,m44,HOMER,"I'm happy I amuse you.
"
L131015,L131015,u695,m44,HOMER,"How about expecting people to be responsible enough to control themselves to begin with?
"
L130973,L130973,u695,m44,HOMER,"I thought it was my turn.
"
L130962,L130962,u695,m44,HOMER,"It's *your* splice! You blame me for everything!
"
L130895,L130895,u695,m44,HOMER,"Okay, he's just a Wilbur then.
"
L130893,L130893,u695,m44,HOMER,"Henceforth you shall be... Little Wilbur.
"
L130891,L130891,u695,m44,HOMER,"I don't think so.
"
L130889,L130889,u695,m44,HOMER,"He doesn't like it.  He's a boy, That's why.
"
L130886,L130886,u695,m44,HOMER,"Nobody's named this one yet.
"
L130853,L130853,u695,m44,HOMER,"But isn't Fuzzy just... well, underdeveloped?
"
L130851,L130851,u695,m44,HOMER,"I haven't read that.
"
L130837,L130837,u695,m44,HOMER,"In other words, scurvy.
"
L130835,L130835,u695,m44,HOMER,"I don't know it.
"
L130832,L130832,u695,m44,HOMER,"It's obviously an aborticide.
"
L130824,L130824,u695,m44,HOMER,"It looks like scurvy.
"
L130822,L130822,u695,m44,HOMER,"There was no visible wound?
"
L130801,L130801,u695,m44,HOMER,"One: it's illegal. Two: I didn't ask how to do it--you just showed me.
"
L130799,L130799,u695,m44,HOMER,"All I said was, I don't want to perform abortions. I have no argument with *you* performing them.
"
L130797,L130797,u695,m44,HOMER,"Yes, for both.
"
L131507,L131507,u695,m44,HOMER,"Right.
"
L131502,L131502,u695,m44,HOMER,"Uh... sure.
"
L131500,L131500,u695,m44,HOMER,"I think Wally will be fine, Mrs. Worthington--he seems indestructible to me.
"
L131498,L131498,u695,m44,HOMER,"Mrs. Worthington, I feel I'm very lucky to be here.
"
L131760,L131760,u695,m44,HOMER,"Thanks, guys... I'd like to go with you. But I've got to move on.
"
L131697,L131697,u695,m44,HOMER,"""Two: Please don't go up to the roof to eat your lunch.""
"
L131695,L131695,u695,m44,HOMER,"""One: Please don't smoke in bed.""
"
L131619,L131619,u695,m44,HOMER,"How long's this been going on, Muddy?
"
L131708,L131708,u706,m44,ROSE ROSE,"It means nothin' at all! And all this time I been *wonderin'* about it!
"
L131707,L131707,u695,m44,HOMER,"That's it.
"
L131706,L131706,u706,m44,ROSE ROSE,"That's *it*?
"
L131575,L131575,u695,m44,HOMER,"Rose, listen--don't *do* anything. You know, I mean to yourself. Please listen...
"
L131574,L131574,u706,m44,ROSE ROSE,"Why don't you just go back to your pickin', Homer? I can take care of it myself!
"
L131573,L131573,u706,m44,ROSE ROSE,"You think Daddy's gonna let me go anywhere? I ain't going *nowhere*.
"
L131572,L131572,u695,m44,HOMER,"What I mean is, if you don't want to... keep the baby, I know a place where you can go.
"
L131571,L131571,u695,m44,HOMER,"Rose, please listen. Whatever you want to do, I can help you.
"
L131570,L131570,u706,m44,ROSE ROSE,"*Happy*! What are you thinkin'? How am I supposed to take care of a baby! I can't have a baby.
"
L131569,L131569,u695,m44,HOMER,"But you don't look very happy.
"
L131568,L131568,u706,m44,ROSE ROSE,"Don't trouble yourself about it, Homer--this ain't your business.
"
L131567,L131567,u695,m44,HOMER,"I know more than I want to know about it. Who's the father?
"
L131566,L131566,u706,m44,ROSE ROSE,"Not yet. What do you know about it?
"
L131565,L131565,u695,m44,HOMER,"You're not yet three months, are you?
"
L131563,L131563,u695,m44,HOMER,"I don't like watching anyone be sick.
"
L131562,L131562,u706,m44,ROSE ROSE,"I guess you must like watchin' me be sick...
"
L131561,L131561,u695,m44,HOMER,"You okay, Rose?
"
L131427,L131427,u695,m44,HOMER,"Almost.
"
L131426,L131426,u706,m44,ROSE ROSE,"Oh, I suppose you is a doctor, Homer?
"
L131425,L131425,u695,m44,HOMER,"Give men that. I know how to do it.
"
L131382,L131382,u706,m44,ROSE ROSE,"Yeah, you is. I know when people is in trouble, and you is.
"
L131381,L131381,u695,m44,HOMER,"I'm not in trouble.
"
L131375,L131375,u695,m44,HOMER,"No trouble.
"
L131374,L131374,u706,m44,ROSE ROSE,"You ain't gettin' in no trouble, I hope.
"
L131221,L131221,u706,m44,ROSE ROSE,"I can't read. Nobody taught me.
"
L131220,L131220,u695,m44,HOMER,"Do you like to read?
"
L131214,L131214,u695,m44,HOMER,"Yes, so what. It's nothing serious, really. Just a small defect.
"
L131213,L131213,u706,m44,ROSE ROSE,"So what?
"
L131212,L131212,u695,m44,HOMER,"There's a little something wrong with it. Just this part here--the right ventricle. It's slightly enlarged.
"
L131211,L131211,u706,m44,ROSE ROSE,"What you got a picture of your heart for?
"
L131210,L131210,u695,m44,HOMER,"It's just my heart.
"
L131209,L131209,u706,m44,ROSE ROSE,"What's that?
"
L131193,L131193,u706,m44,ROSE ROSE,"Pretty, ain't it? You a plumber?
"
L131192,L131192,u695,m44,HOMER,"Rose Rose?
"
L131671,L131671,u706,m44,ROSE ROSE,"That's right, Homer. This ain't your business.
"
L131668,L131668,u706,m44,ROSE ROSE,"I ain't your business no more, Daddy. Please let me go.
"
L131666,L131666,u706,m44,ROSE ROSE,"You gotta let me go, Daddy. Please...
"
L131514,L131514,u706,m44,ROSE ROSE,"You just stay out of trouble, Homer!
"
L131431,L131431,u706,m44,ROSE ROSE,"Yeah, you really showed him, Daddy-- you just about cut your own hand off, and all you cut off *him* was his clothes!
"
L131429,L131429,u706,m44,ROSE ROSE,"We should drown that damn Jack in the vat!
"
L131379,L131379,u706,m44,ROSE ROSE,"That sounds like you is in trouble already, Homer.
"
L131308,L131308,u706,m44,ROSE ROSE,"What's lucky about that?
"
L131306,L131306,u706,m44,ROSE ROSE,"Daddy, I'd like to be in that Wally's shoes *every* night.
"
L430969,L430969,u6940,m464,FAITH,"It was late in arriving.  But it's here now.
"
L430082,L430082,u6940,m464,FAITH,"You don't understand.  The man I'm supposed to marry is on that plane.
"
L430078,L430078,u6940,m464,FAITH,"I-- I must've misplaced it.
"
L430233,L430233,u6940,m464,FAITH,"So.  How do we get to Rome?
"
L430218,L430218,u6940,m464,FAITH,"Because.
"
L430216,L430216,u6940,m464,FAITH,"No...  it's just very important that I find him, okay?
"
L430171,L430171,u6940,m464,FAITH,"Nobody here has any idea which way he went?
"
L430166,L430166,u6940,m464,FAITH,"He couldn't have checked out-- I was supposed to meet him here.
"
L430164,L430164,u6940,m464,FAITH,"Excuse me?
"
L430158,L430158,u6940,m464,FAITH,"You ask what room he's in, okay?
"
L430398,L430398,u6937,m464,DAMON,"Did he do some anonymous good deed for her?
"
L430396,L430396,u6937,m464,DAMON,"Is he some kind of celebrity or something?
"
